,week,Vaccini effettuati,70% di vaccinati entro 30/09/21,Over 65 e op.sanitari vaccinati entro 30/09/21
93,13.285714285714286,11.389618,28.61538461538462,9.981318681318681
94,13.428571428571429,11.560723,28.923076923076927,10.088644688644688
95,13.571428571428571,11.847138,29.230769230769234,10.195970695970695
96,13.714285714285714,12.180355,29.53846153846154,10.303296703296702
97,13.857142857142858,12.519934,29.84615384615385,10.410622710622711
98,14.0,12.855895,30.15384615384616,10.517948717948718
99,14.142857142857142,13.17761,30.461538461538467,10.625274725274725
100,14.285714285714286,13.379984,30.769230769230777,10.732600732600734
101,14.428571428571429,13.647824,31.076923076923084,10.83992673992674
102,14.571428571428571,13.937815,31.38461538461539,10.947252747252747
103,14.714285714285714,14.259696,31.692307692307697,11.054578754578754
104,14.857142857142858,14.612289,32.00000000000001,11.161904761904763
105,15.0,14.993212,32.307692307692314,11.26923076923077
106,15.142857142857142,15.353839,32.61538461538462,11.376556776556775
107,15.285714285714286,15.596509,32.92307692307693,11.483882783882784
108,15.428571428571429,15.908058,33.23076923076923,11.59120879120879
109,15.571428571428571,16.24242,33.53846153846154,11.698534798534798
110,15.714285714285714,16.616314,33.84615384615385,11.805860805860805
111,15.857142857142858,17.016453,34.15384615384616,11.913186813186813
112,16.0,17.422412,34.46153846153847,12.02051282051282
113,16.142857142857142,17.81016,34.769230769230774,12.127838827838827
114,16.285714285714285,18.07838,35.07692307692308,12.235164835164834
115,16.428571428571427,18.423467,35.38461538461539,12.342490842490841
116,16.571428571428573,18.797765,35.6923076923077,12.449816849816852
117,16.714285714285715,19.207462,36.00000000000001,12.557142857142859
118,16.857142857142858,19.73832,36.307692307692314,12.664468864468866
119,17.0,20.267865,36.61538461538462,12.77179487179487
120,17.142857142857142,20.701915,36.92307692307693,12.879120879120878
121,17.285714285714285,21.072636,37.23076923076923,12.986446886446885
122,17.428571428571427,21.486086,37.53846153846154,13.093772893772892
123,17.571428571428573,21.939084,37.846153846153854,13.201098901098902
124,17.714285714285715,22.425567,38.15384615384616,13.308424908424909
125,17.857142857142858,22.94716,38.46153846153847,13.415750915750916
126,18.0,23.492798,38.769230769230774,13.523076923076923
127,18.142857142857142,24.007054,39.07692307692308,13.63040293040293
128,18.285714285714285,24.391156,39.38461538461539,13.737728937728937
129,18.428571428571427,24.833114,39.69230769230769,13.845054945054944
130,18.571428571428573,25.291322,40.00000000000001,13.952380952380954
131,18.714285714285715,25.776726,40.307692307692314,14.059706959706961
132,18.857142857142858,26.306685,40.61538461538462,14.167032967032968
133,19.0,26.862247,40.92307692307693,14.274358974358975
134,19.142857142857142,27.40762,41.23076923076923,14.38168498168498
135,19.285714285714285,27.817994,41.53846153846154,14.489010989010987
136,19.428571428571427,28.285853,41.84615384615385,14.596336996336994
137,19.571428571428573,28.755882,42.15384615384616,14.703663003663005
138,19.714285714285715,29.24374,42.46153846153847,14.810989010989012
139,19.857142857142858,29.798186,42.769230769230774,14.918315018315019
140,20.0,30.370256,43.07692307692308,15.025641025641026
141,20.142857142857142,30.891363,43.384615384615394,15.132967032967032
142,20.285714285714285,31.299333,43.6923076923077,15.24029304029304
143,20.428571428571427,31.764258,44.00000000000001,15.347619047619046
144,20.571428571428573,32.244288,44.30769230769232,15.454945054945057
145,20.714285714285715,32.772269,44.61538461538463,15.562271062271064
146,20.857142857142858,33.363105,44.923076923076934,15.66959706959707
147,21.0,33.958292,45.23076923076924,15.776923076923076
148,21.142857142857142,34.483382,45.53846153846155,15.884249084249083
149,21.285714285714285,34.885911,45.846153846153854,15.99157509157509
150,21.428571428571427,35.366091,46.15384615384616,16.0989010989011
151,21.571428571428573,35.83502,46.461538461538474,16.206227106227107
152,21.714285714285715,36.247265,46.76923076923078,16.313553113553116
153,21.857142857142858,36.844954,47.07692307692309,16.42087912087912
154,22.0,37.47794,47.384615384615394,16.52820512820513
155,22.142857142857142,38.096688,47.6923076923077,16.635531135531135
156,22.285714285714285,38.6092,48.00000000000001,16.74285714285714
157,22.428571428571427,39.18063,48.307692307692314,16.85018315018315
158,22.571428571428573,39.763205,48.61538461538463,16.957509157509158
159,22.714285714285715,40.357689,48.923076923076934,17.064835164835166
160,22.857142857142858,40.991758,49.23076923076924,17.17216117216117
161,23.0,41.614913,49.53846153846155,17.27948717948718
162,23.142857142857142,42.181695,49.846153846153854,17.386813186813185
163,23.285714285714285,42.617219,50.15384615384616,17.494139194139194
164,23.428571428571427,43.150967,50.46153846153847,17.6014652014652
165,23.571428571428573,43.687618,50.76923076923078,17.70879120879121
166,23.714285714285715,44.245568,51.07692307692309,17.816117216117217
167,23.857142857142858,44.850512,51.384615384615394,17.923443223443225
168,24.0,45.460143,51.6923076923077,18.03076923076923
169,24.142857142857142,46.019316,52.00000000000001,18.138095238095236
170,24.285714285714285,46.457032,52.307692307692314,18.245421245421245
171,24.428571428571427,47.015754,52.61538461538462,18.35274725274725
172,24.571428571428573,47.587518,52.923076923076934,18.460073260073262
173,24.714285714285715,48.15602,53.23076923076924,18.567399267399267
174,24.857142857142858,48.767636,53.53846153846155,18.674725274725276
175,25.0,49.385133,53.846153846153854,18.78205128205128
176,25.142857142857142,49.940354,54.15384615384616,18.88937728937729
177,25.285714285714285,50.372064,54.46153846153847,18.996703296703295
178,25.428571428571427,50.931556,54.769230769230774,19.104029304029304
179,25.571428571428573,51.494789,55.07692307692309,19.211355311355312
180,25.714285714285715,52.068113,55.384615384615394,19.31868131868132
181,25.857142857142858,52.637099,55.6923076923077,19.426007326007326
182,26.0,53.192494,56.00000000000001,19.53333333333333
183,26.142857142857142,53.71952,56.307692307692314,19.64065934065934
184,26.285714285714285,54.133942,56.61538461538462,19.747985347985345
185,26.428571428571427,54.674221,56.92307692307693,19.855311355311354
186,26.571428571428573,55.212567,57.23076923076924,19.962637362637363
187,26.714285714285715,55.760767,57.53846153846155,20.06996336996337
188,26.857142857142858,56.34615,57.846153846153854,20.177289377289377
189,27.0,56.944728,58.15384615384616,20.284615384615385
190,27.142857142857142,57.513576,58.46153846153847,20.39194139194139
191,27.285714285714285,57.924744,58.769230769230774,20.4992673992674
192,27.428571428571427,58.491621,59.07692307692308,20.606593406593404
193,27.571428571428573,59.063131,59.384615384615394,20.713919413919417
194,27.714285714285715,59.630329,59.6923076923077,20.821245421245422
195,27.857142857142858,60.244544,60.00000000000001,20.92857142857143
196,28.0,60.840179,60.30769230769232,21.035897435897436
197,28.142857142857142,61.378158,60.61538461538463,21.14322344322344
198,28.285714285714285,61.822759,60.923076923076934,21.25054945054945
199,28.428571428571427,62.397002,61.23076923076924,21.357875457875455
200,28.571428571428573,62.964377,61.538461538461554,21.465201465201467
201,28.714285714285715,63.54528,61.84615384615386,21.572527472527472
202,28.857142857142858,64.14958,62.15384615384617,21.67985347985348
203,29.0,64.736779,62.461538461538474,21.787179487179486
204,29.142857142857142,65.231555,62.76923076923078,21.894505494505495
205,29.285714285714285,65.59446,63.07692307692309,22.0018315018315
206,29.428571428571427,66.159156,63.384615384615394,22.10915750915751
207,29.571428571428573,66.732145,63.69230769230771,22.216483516483517
208,29.714285714285715,67.270411,64.00000000000001,22.323809523809526
209,29.857142857142858,67.809603,64.30769230769232,22.43113553113553
210,30.0,68.324599,64.61538461538463,22.53846153846154
211,30.142857142857142,68.756544,64.92307692307693,22.645787545787545
212,30.285714285714285,69.051491,65.23076923076924,22.75311355311355
213,30.428571428571427,69.528082,65.53846153846155,22.86043956043956
214,30.571428571428573,69.995765,65.84615384615385,22.967765567765568
215,30.714285714285715,70.472354,66.15384615384616,23.075091575091577
216,30.857142857142858,70.933269,66.46153846153847,23.18241758241758
217,31.0,71.37147,66.76923076923077,23.28974358974359
218,31.142857142857142,71.715839,67.07692307692308,23.397069597069596
219,31.285714285714285,71.974913,67.38461538461539,23.504395604395604
220,31.428571428571427,72.381383,67.6923076923077,23.61172161172161
221,31.571428571428573,72.757727,68.00000000000001,23.719047619047622
222,31.714285714285715,73.11529,68.30769230769232,23.826373626373627
223,31.857142857142858,73.452945,68.61538461538463,23.933699633699636
224,32.0,73.748601,68.92307692307693,24.04102564102564
225,32.142857142857146,73.87676,69.23076923076925,24.14835164835165
226,32.285714285714285,73.929387,69.53846153846155,24.255677655677655
227,32.42857142857143,74.163609,69.84615384615387,24.363003663003663
228,32.57142857142857,74.413325,70.15384615384616,24.47032967032967
229,32.714285714285715,74.67177,70.46153846153848,24.577655677655677
230,32.857142857142854,74.913019,70.76923076923077,24.684981684981683
231,33.0,75.142534,71.0769230769231,24.79230769230769
232,33.142857142857146,75.298126,71.3846153846154,24.899633699633704
233,33.285714285714285,75.410878,71.69230769230771,25.006959706959705
234,33.42857142857143,75.720084,72.00000000000001,25.114285714285717
235,33.57142857142857,75.999493,72.30769230769232,25.22161172161172
236,33.714285714285715,76.293014,72.61538461538463,25.32893772893773
237,33.857142857142854,76.573602,72.92307692307693,25.436263736263733
238,34.0,76.862606,73.23076923076924,25.54358974358974
239,34.142857142857146,77.088711,73.53846153846156,25.650915750915754
240,34.285714285714285,77.248716,73.84615384615385,25.758241758241756
241,34.42857142857143,77.597459,74.15384615384617,25.865567765567768
242,34.57142857142857,77.919937,74.46153846153847,25.97289377289377
243,34.714285714285715,78.232209,74.76923076923079,26.08021978021978
244,34.857142857142854,78.528887,75.07692307692308,26.187545787545783
245,35.0,78.823001,75.3846153846154,26.294871794871796
246,35.142857142857146,79.041831,75.69230769230771,26.402197802197804
247,35.285714285714285,79.184139,76.00000000000001,26.50952380952381
248,35.42857142857143,79.471392,76.30769230769232,26.616849816849818
249,35.57142857142857,79.747893,76.61538461538463,26.724175824175823
250,35.714285714285715,80.013442,76.92307692307693,26.831501831501832
